title,location,price,area_sqft,price_per_sqft,latitude,longitude,infrastructure,metro_distance,crime_rate,pollution,growth_index
"Plot/Land for Sale in Bongloor, Outer Ring Road Hyderabad",Bongloor,4800000,1620,2963,17.51959286,78.47504478,7.735478232,4.043245752,5.076308333,6.815442064,7.293538355
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,5600000,1647,3400,17.3949636,78.27809564,8.806646243,1.721026099,1.316621405,3.145195003,8.71031238
Plot/Land for Sale in Yacharam Hyderabad,Yacharam Hyderabad,1500000,1485,1010,17.46105933,78.29288357,7.558670666,5.650000418,4.455489344,3.95290359,6.651868927
Plot/Land for Sale in Digwal Hyderabad,Digwal Hyderabad,3200000,1800,1778,17.47729728,78.49760068,6.961716627,6.756462883,5.097625029,3.8195477,5.924875682
Plot/Land for Sale in Agapally Hyderabad,Agapally Hyderabad,4000000,1800,2222,17.34688984,78.372183,7.857641711,3.21370799,2.671069883,4.354279133,7.64334903
Plot/Land for Sale in Mangalpally Hyderabad,Mangalpally Hyderabad,15000000,7200,2083,17.53620587,78.49215826,5.19359746,11.75048698,1.711568024,3.433746626,3.199329484
Plot/Land for Sale in Patancheruvu Hyderabad,Patancheruvu Hyderabad,11400000,2700,4222,17.32476726,78.38618576,8.916882531,3.823432602,4.615042635,5.897093544,8.075651985
Plot/Land for Sale in Machanpalle Shabad Hyderabad,Machanpalle Shabad Hyderabad,8100000,2700,3000,17.52870854,78.32793339,8.253685515,1.059844918,4.83331687,6.798493803,8.59892967
"Plot/Land for Sale in Manasa Hills, Rajendra Nagar Hyderabad",Manasa Hills,27000000,2700,10000,17.38074015,78.27709894,6.93810754,11.31595877,5.945601552,3.59447874,4.390878268
Plot/Land for Sale in sulthanpur jntu Hyderabad,sulthanpur jntu Hyderabad,2500000,1323,1889,17.49132352,78.34762173,8.636825601,6.263898254,3.701434523,5.992103643,7.094129276
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,2500000,1980,1263,17.38084256,78.53099248,8.532508541,11.23882805,6.161480313,3.347453805,5.373229108
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,6000000,4500,1333,17.38084256,78.53099248,5.10150754,1.091731873,3.054868533,5.45777531,6.696993899
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,2800000,1800,1556,17.52464181,78.3769524,5.494291614,6.878788637,7.173661515,7.152138033,5.003645423
Plot/Land for Sale in Yadagirigutta Hyderabad,Yadagirigutta Hyderabad,1800000,1350,1333,17.34316218,78.35559438,8.214541559,9.367259395,6.990223687,3.422293397,5.806305137
"Plot/Land for Sale in Ghatkesar, NH 2 2 Hyderabad",Ghatkesar,2700000,1620,1667,17.30437995,78.44488003,5.866613142,2.826201753,4.912225672,6.021764832,6.577900634
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,3600000,1350,2667,17.52223333,78.29009233,8.551914655,11.04798225,2.277972084,7.854218885,5.448488044
Plot/Land for Sale in Gundlapochampalli Hyderabad,Gundlapochampalli Hyderabad,8500000,1350,6296,17.36721915,78.46850235,7.281755736,3.090852715,6.874003403,6.899161915,7.338769203
"Plot/Land for Sale in Gundlapochampally, Outer Ring Road Hyderabad",Gundlapochampally,16100000,2124,7580,17.54248554,78.435785,6.281961101,11.67038717,6.691985766,7.056332581,3.879047603
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,4000000,1998,2002,17.45352268,78.26149356,7.014777749,1.854891236,4.107378453,3.029310962,7.590569571
Plot/Land for Sale in Toopranpet Hyderabad,Toopranpet Hyderabad,2700000,2394,1128,17.33839085,78.28409407,5.144160513,5.567628274,1.812417636,6.934034492,5.230620217
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,7000000,3600,1944,17.52464181,78.3769524,9.847577099,8.323856425,4.418411901,4.465802866,7.133927451
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,3500000,2277,1537,17.53091164,78.50120056,8.971814031,8.947443546,3.89845188,4.392937062,6.400607237
Plot/Land for Sale in Turkayamjal Hyderabad,Turkayamjal Hyderabad,5700000,1467,3885,17.4512543,78.3369578,8.478848218,3.274862841,7.074819769,6.733586376,7.995687984
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,3000000,1800,1667,17.48637905,78.42608884,6.324843859,1.321727247,2.69651403,5.921632514,7.354330566
Plot/Land for Sale in Mirkhanpet Hyderabad,Mirkhanpet Hyderabad,3500000,1800,1944,17.42392374,78.30437436,5.76395174,11.0237652,5.685642318,3.256534184,3.783782644
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,9200000,1800,5111,17.3949636,78.27809564,9.306855084,9.721697289,4.604699039,7.008635937,6.343547287
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,3500000,1647,2125,17.45352268,78.26149356,6.665188792,11.35196699,2.796802411,6.031564395,4.215124278
Plot/Land for Sale in Shamirpet Hyderabad,Shamirpet Hyderabad,1500000,1350,1111,17.46774764,78.37332148,5.132061632,1.693217756,4.861336625,3.982690163,6.514831061
Plot/Land for Sale in Agapally Hyderabad,Agapally Hyderabad,3800000,1800,2111,17.34688984,78.372183,5.887281952,10.17851732,1.846766813,7.199084938,4.139530065
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,3100000,1350,2333,17.48637905,78.42608884,6.002115655,1.777098762,6.395272034,7.869180233,7.008903139
Plot/Land for Sale in Keesara Daira Hyderabad,Keesara Daira Hyderabad,6500000,2340,2778,17.36672218,78.31293726,8.527751003,4.12772822,7.858727148,5.964380645,7.740741195
Plot/Land for Sale in Gachibowli Hyderabad,Gachibowli Hyderabad,17900000,3420,5227,17.4612646,78.54086979,5.147053447,2.002761918,1.391526948,4.10733387,6.420644763
Plot/Land for Sale in Rajendranagar Mandal Hyderabad,Rajendranagar Mandal Hyderabad,61900000,3375,18333,17.34905841,78.44856796,9.288251599,10.98040333,7.374742462,3.561715398,5.912816515
Plot/Land for Sale in Dr Raos Prakruthivanam Hyderabad,Dr Raos Prakruthivanam Hyderabad,2200000,1818,1210,17.44053717,78.4814432,9.854123835,4.977614357,3.45396207,4.223596724,8.253269515
Plot/Land for Sale in Sheriguda Hyderabad,Sheriguda Hyderabad,3800000,1350,2778,17.46693349,78.46911754,6.882142009,2.105878307,2.620259588,6.12268443,7.42732577
Plot/Land for Sale in Tirumalagiri Hyderabad,Tirumalagiri Hyderabad,37700000,3600,10472,17.334394,78.44714246,9.94381024,10.71183224,6.261224471,4.98168891,6.395675398
"Plot/Land for Sale in Kokapet, Outer Ring Road Hyderabad",Kokapet,82800000,4518,18333,17.35562165,78.46127982,6.825742935,6.023684716,5.278766913,5.774885993,6.087550856
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2900000,1350,2148,17.53091164,78.50120056,5.401573828,1.320215105,3.059669274,5.566403315,6.800872595
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,7000000,1800,3889,17.3797261,78.31567195,9.113805121,7.190189031,4.939328193,6.898801038,7.071553395
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,1400000,1320,1058,17.48637905,78.42608884,7.489309477,7.632418843,5.185367529,7.057395846,5.949446072
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,3600000,1170,3077,17.52223333,78.29009233,8.990457163,5.499717168,3.520205378,7.505285448,7.561035242
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,3900000,1800,2194,17.52464181,78.3769524,5.951830664,5.026250252,2.078030938,3.648219386,5.895681648
Plot/Land for Sale in Lemoor Hyderabad,Lemoor Hyderabad,7300000,3375,2167,17.34072239,78.32102926,9.174812078,6.196194857,3.800581774,3.430679612,7.439488961
Plot/Land for Sale in Kundanpally Hyderabad,Kundanpally Hyderabad,22400000,7200,3111,17.47894835,78.3131243,7.519733994,10.70836831,3.088093509,5.821844322,4.942384292
Plot/Land for Sale in Kompally Hyderabad,Kompally Hyderabad,28000000,2700,10370,17.46708893,78.33599196,6.166299282,9.549691899,5.820306186,7.117777292,4.516548936
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,2400000,1800,1333,17.52223333,78.29009233,9.678203568,8.679513897,3.553169922,3.572753057,6.913750842
Plot/Land for Sale in Mokila Hyderabad,Mokila Hyderabad,22200000,1998,11111,17.30479863,78.53342223,8.57778344,3.326672015,5.851289736,4.296889026,8.037779392
"Plot/Land for Sale in Gundlapochampally, Outer Ring Road Hyderabad",Gundlapochampally,15800000,2367,6667,17.54248554,78.435785,7.12899279,4.818651164,4.133243697,5.355297668,6.671178619
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2900000,1323,2192,17.53091164,78.50120056,6.992688982,7.335127737,6.852388721,4.62097369,5.75057081
Plot/Land for Sale in Shankarpalle Rangareddy Hyderabad,Shankarpalle Rangareddy Hyderabad,7000000,1800,3889,17.39842934,78.32238785,8.280150157,6.20970066,4.607999606,3.00538682,6.898189874
Plot/Land for Sale in Korremula Hyderabad,Korremula Hyderabad,6500000,1467,4444,17.54264767,78.35229978,9.215511679,4.007738849,6.914438644,4.183560163,8.193394058
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,5000000,1800,2778,17.50812634,78.28010676,6.221565921,8.063620407,1.856235712,5.011811416,5.045066084
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,12600000,2700,4667,17.44631021,78.51092945,8.737471496,1.022732787,3.335013354,7.682426936,8.901571969
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,9500000,4500,2111,17.42168071,78.30064476,9.463620277,11.64345631,7.903737242,5.485461559,5.797020062
Plot/Land for Sale in Rajendra Nagar Road Hyderabad,Rajendra Nagar Road Hyderabad,11500000,900,12778,17.39576502,78.41788306,5.420583578,10.60251087,5.264099961,3.047345049,3.718179858
Plot/Land for Sale in Warangal Highway Hyderabad,Warangal Highway Hyderabad,1100000,1080,1019,17.33362264,78.48300032,5.102091307,1.988918676,1.154134305,7.262868087,6.398281892
Plot/Land for Sale in Cheeriyal Hyderabad,Cheeriyal Hyderabad,9700000,2403,4050,17.36779419,78.30146954,6.416608398,1.446155352,1.892571525,6.180400998,7.367913255
Plot/Land for Sale in Chengicherla Hyderabad,Chengicherla Hyderabad,3300000,900,3667,17.32749085,78.43474365,5.296717119,10.24874837,6.539342226,4.525569055,3.761780816
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,3000000,1467,2045,17.3797261,78.31567195,6.99820367,9.483202431,3.302940567,6.326692478,5.037854725
Plot/Land for Sale in Medchal Hyderabad,Medchal Hyderabad,19300000,5418,3556,17.49543686,78.31225543,7.034507066,3.694783949,5.5132664,5.301346065,6.98910959
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,6000000,2700,2222,17.52464181,78.3769524,9.111706307,5.979052748,7.133924216,5.529488158,7.474006202
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,3500000,1350,2556,17.44631021,78.51092945,5.800850131,7.270636301,4.514127129,3.859816491,5.056964645
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,10000000,4500,2222,17.45352268,78.26149356,9.172978268,4.154607971,3.869171581,6.500517031,8.118917637
Plot/Land for Sale in Karkalpahad Hyderabad,Karkalpahad Hyderabad,1600000,1350,1222,17.53481804,78.48045574,6.637636765,3.416948179,4.521981822,6.648140134,6.843599333
Plot/Land for Sale in Lemoor Hyderabad,Lemoor Hyderabad,8000000,3735,2142,17.34072239,78.32102926,5.969795295,1.150416122,2.028173752,6.745015974,7.198405136
Plot/Land for Sale in Meerkhanpet Hyderabad,Meerkhanpet Hyderabad,4000000,2403,1665,17.53855117,78.54529623,7.330008176,7.714044452,7.204505935,5.70991354,5.826656755
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,5300000,2394,2222,17.48637905,78.42608884,9.561032249,1.067541885,1.84937247,3.245136425,9.380772055
Plot/Land for Sale in Thimmaipalli Hyderabad,Thimmaipalli Hyderabad,30000000,11700,2564,17.40300952,78.51079612,8.14024133,9.345211064,1.718530037,7.487478539,5.769074443
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,7600000,2313,3286,17.52223333,78.29009233,7.990071294,1.841624645,5.75411472,6.027847109,8.180167895
"Plot/Land for Sale in Sun City, Bandlaguda, Chevella Road Hyderabad",Sun City,5400000,2700,2007,17.37172805,78.37904595,8.277688618,7.70780228,1.23665268,7.292399316,6.397345744
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,4500000,1800,2500,17.54914577,78.36669126,8.264758539,10.56701314,7.304155604,6.848149362,5.43651741
Plot/Land for Sale in Shankarpalle Rangareddy Hyderabad,Shankarpalle Rangareddy Hyderabad,8600000,4707,1836,17.39842934,78.32238785,7.471549317,7.096413263,6.821151473,6.848722432,6.117458502
Plot/Land for Sale in Pedda Amberpet Hyderabad,Pedda Amberpet Hyderabad,9100000,3627,2509,17.48126762,78.37018601,7.096844152,4.266519105,2.783122008,3.813753999,6.835933456
Plot/Land for Sale in Pasumamla Hyderabad,Pasumamla Hyderabad,3800000,1512,2513,17.34430449,78.2978126,6.674681929,9.860741251,2.700718688,7.170593105,4.717895407
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,2800000,1674,1673,17.48637905,78.42608884,5.812970302,3.117013506,2.929504276,5.57510489,6.448777679
Plot/Land for Sale in Chitkul Road Hyderabad,Chitkul Road Hyderabad,6300000,1458,4321,17.40291136,78.30523198,9.875975882,9.598064956,2.424636751,3.517914952,6.726230544
Plot/Land for Sale in Shankarpalli Road Hyderabad,Shankarpalli Road Hyderabad,5500000,1800,3056,17.53221127,78.49738687,7.003820926,7.027440468,6.908965829,3.010488575,5.8598124
Plot/Land for Sale in Masaniguda Hyderabad,Masaniguda Hyderabad,2200000,1800,1222,17.45793934,78.36138377,8.482102004,1.803026743,4.038797716,5.085847006,8.488252288
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,2100000,1575,1346,17.44631021,78.51092945,8.65133184,4.367663728,2.815032701,6.101658362,7.734911195
Plot/Land for Sale in Bibinagar Hyderabad,Bibinagar Hyderabad,2100000,1503,1389,17.38195147,78.34884098,7.927933357,9.174573044,7.963342358,3.019253697,5.698569
Plot/Land for Sale in Mangalpally Hyderabad,Mangalpally Hyderabad,3600000,1800,2000,17.53620587,78.49215826,9.449271634,9.467117984,1.34956324,7.239690232,6.513856986
Plot/Land for Sale in Chanda Nagar Hyderabad,Chanda Nagar Hyderabad,45000000,2619,17182,17.45774031,78.45845694,5.761548594,9.051940336,4.825730539,7.70514323,4.439615711
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,5200000,1800,2889,17.50675563,78.52077202,8.638938428,6.587080351,1.679203845,7.903995373,6.987669606
Plot/Land for Sale in Ameenpur Hyderabad,Ameenpur Hyderabad,20000000,2466,8110,17.47024831,78.41269889,9.64662098,3.112453183,3.190102066,3.359317963,8.750488193
Plot/Land for Sale in Nehru Outer Ring Road Hyderabad,Nehru Outer Ring Road Hyderabad,1800000,1503,1198,17.36433927,78.48804329,8.62348777,11.37999237,5.031571596,3.434867555,5.380761873
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,6500000,2340,2778,17.48637905,78.42608884,6.093805024,2.500303102,5.095885886,7.387797815,6.822848647
Plot/Land for Sale in Maisigandi Hyderabad,Maisigandi Hyderabad,2200000,1485,1481,17.41914386,78.53137611,5.844084373,2.213776874,5.628197504,7.764149826,6.768524999
Plot/Land for Sale in Narkhuda Hyderabad,Narkhuda Hyderabad,10000000,4500,2222,17.43191202,78.38960826,6.656724858,9.381115424,3.459620774,4.514622068,4.86699644
Plot/Land for Sale in Prakruthik Vihar Hyderabad,Prakruthik Vihar Hyderabad,11000000,1764,6236,17.35368101,78.49230027,5.623433158,4.371406305,2.120576206,3.027719003,5.91692446
Plot/Land for Sale in Nalthur Hyderabad,Nalthur Hyderabad,10100000,3375,3000,17.54613224,78.44565018,7.368257677,9.788907216,7.143060412,4.88207858,5.157985534
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,2600000,1251,2078,17.48637905,78.42608884,5.576804262,3.801384297,3.804635592,7.37191539,6.078954458
"Plot/Land for Sale in Yadamma Nagar, Secunderabad Hyderabad",Yadamma Nagar,25000000,2403,10404,17.4576552,78.40573993,7.680649992,6.019470695,6.797269299,7.372915988,6.601899763
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,6000000,1800,3333,17.45352268,78.26149356,5.744175962,2.038015496,7.866998391,5.885170916,6.767167078
"Plot/Land for Sale in Green Park, Jeedimetla, NH 7 Hyderabad",Green Park,6800000,2196,3097,17.32250422,78.42027416,9.502715721,2.096684599,2.334669449,3.037587457,9.002734567
Plot/Land for Sale in Edulabad Hyderabad,Edulabad Hyderabad,5700000,2160,2644,17.49600188,78.38189818,8.995402653,7.327197561,6.604306522,3.061417395,6.954842405
Plot/Land for Sale in Mekaguda Hyderabad,Mekaguda Hyderabad,3200000,1800,1778,17.32931493,78.27624245,8.946728954,1.132396335,7.455251117,6.48552112,8.990571927
"Plot/Land for Sale in Moinabad, Chevella Road Hyderabad",Moinabad,30000000,18000,1667,17.42567801,78.32919349,5.015756063,2.321417752,1.479260261,4.764097547,6.235647721
Plot/Land for Sale in Bachupally Hyderabad,Bachupally Hyderabad,16500000,2700,6111,17.46556837,78.2696602,8.995812743,9.061493048,7.885269429,3.506172442,6.376989963
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,3200000,1800,1778,17.48637905,78.42608884,7.459739032,8.676313206,3.727454914,3.306082938,5.583739017
Plot/Land for Sale in Bhavya shree homes Hyderabad,Bhavya shree homes Hyderabad,4300000,1503,2828,17.34472736,78.52275622,5.065625996,4.81345891,7.104569718,3.268269706,5.434889294
Plot/Land for Sale in MJ Colony Hyderabad,MJ Colony Hyderabad,18000000,2385,7547,17.45612722,78.44809812,7.63547287,8.88943985,2.70531761,7.844537037,5.618137106
Plot/Land for Sale in Balapur Hyderabad,Balapur Hyderabad,4100000,1539,2667,17.32293898,78.49474027,9.12580121,5.499294497,3.040941141,5.898151711,7.64238256
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,10300000,5400,1907,17.44631021,78.51092945,8.464690803,11.91800756,3.066852724,7.927510942,5.106145295
Plot/Land for Sale in Kundanpally Hyderabad,Kundanpally Hyderabad,31200000,10210,3057,17.47894835,78.3131243,8.440780121,5.545179605,5.909966323,3.328584904,7.216074871
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,3500000,1647,2095,17.50675563,78.52077202,6.260534025,1.667015686,5.857270492,5.699775774,7.20064852
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,5500000,1503,3667,17.3949636,78.27809564,7.72025739,9.97977746,5.033814903,5.025920201,5.305561947
Plot/Land for Sale in Peddamangalaram Hyderabad,Peddamangalaram Hyderabad,12100000,5445,2222,17.31998949,78.38576234,9.166929305,3.094887302,6.616534562,3.487742502,8.468528482
Plot/Land for Sale in Shamirpet Hyderabad,Shamirpet Hyderabad,15000000,9000,1667,17.46774764,78.37332148,7.561089425,2.030333014,7.778000653,7.044407668,7.859875984
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,4000000,1854,2157,17.44631021,78.51092945,7.17942071,6.515901095,2.506441303,6.904823886,6.135685395
Plot/Land for Sale in Muraharipally Hyderabad,Muraharipally Hyderabad,6000000,1800,3333,17.33615619,78.31825963,8.166926797,3.614505479,5.601379464,5.168241242,7.695320918
Plot/Land for Sale in Burgul Hyderabad,Burgul Hyderabad,2500000,1485,1667,17.53761388,78.35020853,9.75781156,6.640197452,4.841749289,6.385781308,7.641287785
Plot/Land for Sale in Shadnagar Chevella Road Hyderabad,Shadnagar Chevella Road Hyderabad,2000000,1440,1389,17.4573996,78.38367222,5.789230193,6.473624989,2.156080928,6.901654114,5.31566312
Plot/Land for Sale in Zahirabad Hyderabad,Zahirabad Hyderabad,2400000,1800,1333,17.48701247,78.36923462,6.22984515,8.178448042,3.330760092,5.25740453,5.011757743
Plot/Land for Sale in Narepally Hyderabad,Narepally Hyderabad,10000000,2196,4554,17.51262903,78.46843761,6.812676703,4.612715213,7.564589125,4.755265518,6.550034284
Plot/Land for Sale in manasa valley rajendra nagar budvel 500030 Hyderabad,manasa valley rajendra nagar budvel 500030 Hyderabad,75000000,9000,8333,17.50103339,78.53623943,9.747639382,2.908273133,4.543113849,7.955216326,8.879159252
"Plot/Land for Sale in Isnapur, Outer Ring Road Hyderabad",Isnapur,15000000,3825,3922,17.30253791,78.32031444,6.958372931,3.051805209,3.25956505,5.073204006,7.157755356
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2800000,1323,2116,17.53091164,78.50120056,7.772315831,8.860119721,1.844479822,5.676245324,5.710016259
Plot/Land for Sale in subhagruha sukrithi samyuktha2 Hyderabad,subhagruha sukrithi samyuktha2 Hyderabad,3200000,1647,1973,17.32173223,78.44280831,7.705731779,9.939693732,2.084259221,4.5003982,5.310207824
Plot/Land for Sale in Hastinapuram Hyderabad,Hastinapuram Hyderabad,23700000,2250,10533,17.39503635,78.54812867,5.701527825,11.60285018,2.028955759,4.42039466,3.55329997
Plot/Land for Sale in Kodicherla Hyderabad,Kodicherla Hyderabad,13000000,11980,1085,17.54633982,78.34134277,9.512935585,8.298111974,3.8188758,7.969279004,6.941724026
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,2700000,1647,1639,17.50675563,78.52077202,8.988880684,5.356530153,7.494613777,5.061310991,7.607818359
Plot/Land for Sale in Turkayamjal Hyderabad,Turkayamjal Hyderabad,22500000,2493,9025,17.4512543,78.3369578,6.148653695,2.08153262,1.480682355,4.963183006,6.99534801
Plot/Land for Sale in Alwal Hyderabad,Alwal Hyderabad,20000000,2358,8482,17.39263832,78.28748503,9.527467404,8.952590665,6.128827118,6.063662227,6.732283554
Plot/Land for Sale in Rajendranagar Mandal Hyderabad,Rajendranagar Mandal Hyderabad,62600000,3753,16667,17.34905841,78.44856796,5.824636069,5.890292007,5.879657765,7.113472094,5.531350972
Plot/Land for Sale in Bibinagar Hyderabad,Bibinagar Hyderabad,2800000,1800,1583,17.38195147,78.34884098,8.093389166,11.1619048,1.141825668,4.613603433,5.135398567
Plot/Land for Sale in Lakdaram Hyderabad,Lakdaram Hyderabad,17800000,3735,4778,17.37837964,78.41638493,7.228153606,6.332355059,2.137116197,4.647445365,6.226107144
Plot/Land for Sale in Kallakal Hyderabad,Kallakal Hyderabad,9000000,4500,2000,17.35824322,78.33978666,7.461502534,9.812414095,4.570902228,7.364845183,5.206096822
Plot/Land for Sale in Medchal Hyderabad,Medchal Hyderabad,24000000,5400,4444,17.49543686,78.31225543,8.482212756,5.549524042,1.684243344,4.310099435,7.239486307
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,12500000,4995,2503,17.3797261,78.31567195,6.627184514,7.814786042,7.154502162,5.529982997,5.371382028
Plot/Land for Sale in Rampally Hyderabad,Rampally Hyderabad,10000000,2475,4040,17.41185444,78.32907114,8.325843292,11.3112321,3.589018758,5.325013579,5.225095274
"Plot/Land for Sale in Ghatkesar, NH 2 2 Hyderabad",Ghatkesar,6000000,2178,2755,17.30437995,78.44488003,9.233192645,9.855178983,6.492344915,6.119124581,6.254855926
Plot/Land for Sale in Bachupally Hyderabad,Bachupally Hyderabad,33300000,3000,11111,17.46556837,78.2696602,9.325460038,4.651317179,6.01620289,7.170286604,8.044836963
Plot/Land for Sale in Bibinagar Hyderabad,Bibinagar Hyderabad,5500000,3951,1392,17.38195147,78.34884098,8.909092355,4.4124312,7.440143546,3.084638482,7.874645013
"Plot/Land for Sale in Isnapur, Outer Ring Road Hyderabad",Isnapur,14200000,3150,4508,17.30253791,78.32031444,6.474297724,5.298489092,3.493173117,6.785717921,6.118415604
"Plot/Land for Sale in Saket, Secunderabad Hyderabad",Saket,22600000,2601,8670,17.43770917,78.52667093,8.733173272,2.723072879,6.911944092,3.11050169,8.332213004
"Plot/Land for Sale in Gundlapochampally, Outer Ring Road Hyderabad",Gundlapochampally,5900000,1782,3333,17.54248554,78.435785,6.601507625,3.467826541,7.13123122,6.222109438,6.804962395
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,4900000,2700,1833,17.48637905,78.42608884,7.994866572,8.759818367,1.582297836,5.881649379,5.876980487
"Plot/Land for Sale in Tukkuguda, Srisailam Highway Hyderabad",Tukkuguda,6500000,2160,3009,17.41113733,78.36885685,9.756209363,2.227463506,3.975475834,4.606461438,9.111237783
"Plot/Land for Sale in Bbg True Gold 2 Phase 7, Shadnagar, Hyderabad Hyderabad",Bbg True Gold 2 Phase 7,2300000,1773,1297,17.47527331,78.46039795,6.45879011,7.861407328,5.206574386,4.337563358,5.254804957
Plot/Land for Sale in Shankarpalli Road Hyderabad,Shankarpalli Road Hyderabad,16000000,9000,1778,17.53221127,78.49738687,8.46595331,7.318401492,3.389766218,7.736242402,6.640104822
Plot/Land for Sale in Balapur Hyderabad,Balapur Hyderabad,5400000,1350,4000,17.32293898,78.49474027,8.05416596,1.840439776,3.545760053,5.440420518,8.219019651
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,4300000,3267,1331,17.48637905,78.42608884,5.551897962,1.431857899,3.693577072,4.983241184,6.853852811
"Plot/Land for Sale in Dundigal, Outer Ring Road Hyderabad",Dundigal,9500000,2403,3953,17.51972494,78.3287755,8.22777994,2.151760632,1.907672451,4.205511821,8.21941442
"Plot/Land for Sale in Fortune Farm Valley Maheshwaram, Hyderabad Hyderabad",Fortune Farm Valley Maheshwaram,54000000,40500,1333,17.34916372,78.28506783,9.662102922,5.41851906,1.461983415,7.713211188,7.991088733
"Plot/Land for Sale in Moinabad, Chevella Road Hyderabad",Moinabad,7200000,2034,3540,17.42567801,78.32919349,7.092037877,2.603926054,3.092201335,7.027620739,7.387247375
Plot/Land for Sale in Dammaiguda Hyderabad,Dammaiguda Hyderabad,7500000,1800,4167,17.39064085,78.40756878,7.589080096,6.203183901,2.738393415,7.831900745,6.485720091
Plot/Land for Sale in Kompally Hyderabad,Kompally Hyderabad,17000000,1800,9444,17.46708893,78.33599196,5.234759627,8.869052442,3.930619074,5.830807558,4.184504962
Plot/Land for Sale in Raghavapuram Bibinagar Hyderabad,Raghavapuram Bibinagar Hyderabad,2500000,2079,1203,17.47294237,78.44167111,6.344220571,7.08642808,7.224531633,3.623293419,5.444389649
Plot/Land for Sale in Mallapur Hyderabad,Mallapur Hyderabad,4800000,1332,3574,17.32306667,78.44831233,7.903385967,3.676678072,7.523727851,5.343602029,7.516472223
Plot/Land for Sale in aduri golden heights health village Hyderabad,aduri golden heights health village Hyderabad,4700000,2700,1756,17.37371654,78.3434234,9.942495879,1.702018533,5.299374813,7.000872105,9.398158017
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,5700000,1836,3111,17.54914577,78.36669126,8.461217993,8.89017653,6.97972673,7.633821484,6.113338619
Plot/Land for Sale in Shankarpalle Rangareddy Hyderabad,Shankarpalle Rangareddy Hyderabad,9200000,2547,3612,17.39842934,78.32238785,7.16432236,2.630190186,1.914938933,6.157878506,7.421863354
